brake,date,driver_number,drs,meeting_key,n_gear,rpm,session_key,speed,throttle
0,2025-04-11 14:48:09.232000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:09.632000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:09.792000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:10.272000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:10.512000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:10.672000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:10.832000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:11.072000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:11.232000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:11.552000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:11.912000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:12.112000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:12.512000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:12.752000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:12.912000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:13.192000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:13.352000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:13.592000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:13.792000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:14.032000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:14.272000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:14.512000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:14.832000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:15.152000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:15.432000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:15.792000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:15.952000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:16.232000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:16.472000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:16.752000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:16.952000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:17.232000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:17.432000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:17.592000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:17.792000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:18.072000+00:00,44,0,1257,0,0,10008,0,0
0,2025-04-11 14:48:18.272000+00:00,44,8,1257,0,140,10008,0,0
0,2025-04-11 14:48:18.472000+00:00,44,8,1257,0,1540,10008,0,0
0,2025-04-11 14:48:18.672000+00:00,44,8,1257,0,2940,10008,0,0
0,2025-04-11 14:48:18.832000+00:00,44,8,1257,0,3962,10008,0,0
0,2025-04-11 14:48:19.072000+00:00,44,8,1257,0,4033,10008,0,0
0,2025-04-11 14:48:19.312000+00:00,44,8,1257,0,3969,10008,0,0
0,2025-04-11 14:48:19.512000+00:00,44,8,1257,0,3960,10008,0,0
0,2025-04-11 14:48:19.792000+00:00,44,8,1257,0,3991,10008,0,0
0,2025-04-11 14:48:20.152000+00:00,44,8,1257,0,3981,10008,0,0
0,2025-04-11 14:48:20.592000+00:00,44,8,1257,0,3924,10008,0,0
0,2025-04-11 14:48:20.912000+00:00,44,8,1257,0,3993,10008,0,0
0,2025-04-11 14:48:21.192000+00:00,44,8,1257,0,3972,10008,0,0
0,2025-04-11 14:48:21.432000+00:00,44,8,1257,0,3965,10008,0,0
0,2025-04-11 14:48:21.712000+00:00,44,8,1257,0,3968,10008,0,0
0,2025-04-11 14:48:22.032000+00:00,44,8,1257,0,3941,10008,0,0
0,2025-04-11 14:48:22.232000+00:00,44,8,1257,0,4054,10008,0,0
0,2025-04-11 14:48:22.592000+00:00,44,8,1257,0,4026,10008,0,0
0,2025-04-11 14:48:22.872000+00:00,44,8,1257,0,3951,10008,0,0
0,2025-04-11 14:48:23.112000+00:00,44,8,1257,0,4036,10008,0,0
0,2025-04-11 14:48:23.312000+00:00,44,8,1257,0,3967,10008,0,0
